property_id, seating_type, industry_anzsic4_code, location_zip, clue_small_area, trading_name, x_coordinate, location_address, location_city, location_state, number_of_seats, ogc_fid, industry_anzsic4_description, y_coordinate, census_year, street_address, base_property_id, block_id
"111175","Seats - Outdoor","4511",null,"Southbank","Cafe Baci's","144.9586604",null,null,null,"20",8,"Cafes and Restaurants","-37.82312164","2010","8 Whiteman Street","110477","803"
"110607","Seats - Outdoor","4511",null,"Southbank","Jarrah Restaurant & Bar","144.9671147",null,null,null,"60",26,"Cafes and Restaurants","-37.82038777","2010","24-26 Southgate Avenue","110607","753"
"105936","Seats - Outdoor","4511",null,"Melbourne (CBD)","Dikstein's Corner Bar","144.9603413",null,null,null,"20",37,"Cafes and Restaurants","-37.81631094","2010","433 Little Collins Street","105936","33"
"108968","Seats - Indoor","4512",null,"Melbourne (CBD)","Atami Sushi & Catering","144.9543659",null,null,null,"6",60,"Takeaway Food Services","-37.81818484","2010","613-639 Little Collins Street","108968","31"
"101101","Seats - Indoor","9113",null,"Melbourne (Remainder)","Riverslide Skate Park","144.9721254",null,null,null,"6",74,"Sports and Physical Recreation Venues, Grounds and Facilities Operation","-37.82065979","2010"," St Kilda Road","101101","850"
"101200","Seats - Indoor","4511",null,"Melbourne (CBD)","Spicy Fish Restaurant","144.9662952",null,null,null,"80",94,"Cafes and Restaurants","-37.81272047","2010","222-244 Bourke Street","101200","56"
"101110","Seats - Indoor","4511",null,"Melbourne (CBD)","Shuji Sushi","144.9719053",null,null,null,"80",106,"Cafes and Restaurants","-37.8119837","2010","45-49 Bourke Street","101110","48"
"105447","Seats - Outdoor","4511",null,"Melbourne (CBD)","Breeze Cafe","144.9608289",null,null,null,"8",108,"Cafes and Restaurants","-37.81074698","2010","285-287 La Trobe Street","105447","84"
"105678","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe 123","144.9686769",null,null,null,"4",140,"Cafes and Restaurants","-37.81072687","2010","123-129 Lonsdale Street","105678","67"
"101142","Seats - Indoor","4512",null,"Melbourne (CBD)","Malaysian Oriental Wok","144.9645323",null,null,null,"10",156,"Takeaway Food Services","-37.81445406","2010","309-325 Bourke Street","101142","45"
"109798","Seats - Outdoor","4511",null,"North Melbourne","The Sensible Sandwich Cafe","144.9505407",null,null,null,"6",182,"Cafes and Restaurants","-37.80500905","2010","464-468 Victoria Street","109798","354"
"103328","Seats - Indoor","4512",null,"Melbourne (CBD)","Spanish Doughnuts ","144.965095",null,null,null,"6",227,"Takeaway Food Services","-37.81763649","2010","274-282 Flinders Street","103328","15"
"109418","Seats - Outdoor","4511",null,"Melbourne (CBD)","La Vita Buona 'The Good Life'","144.9674304",null,null,null,"12",240,"Cafes and Restaurants","-37.81584777","2010","199-209 Collins Street","109418","26"
"107890","Seats - Indoor","4520",null,"North Melbourne","Royal Park Hotel/Pub","144.9543149",null,null,null,"35",250,"Pubs, Taverns and Bars","-37.80378609","2010","399-405 Queensberry Street","107890","357"
"103925","Seats - Indoor","4520",null,"Melbourne (CBD)","Velour","144.9705132",null,null,null,"50",284,"Pubs, Taverns and Bars","-37.81567009","2010","121-123 Flinders Lane","103925","17"
"102092","Seats - Indoor","4511",null,"Melbourne (CBD)","Zero Gravity Cafe Bar","144.9624418",null,null,null,"100",285,"Cafes and Restaurants","-37.81728432","2010","359-373 Collins Street","102092","24"
"110606","Seats - Indoor","4511",null,"Southbank","Scusami /L'osteria","144.9662623",null,null,null,"60",310,"Cafes and Restaurants","-37.82066923","2010","3 Southgate Avenue","110380","753"
"618951","Seats - Outdoor","4511",null,"Parkville","Isabella ","144.9550404",null,null,null,"36",333,"Cafes and Restaurants","-37.79885182","2010","18-22 Flemington Road","618951","920"
"578319","Seats - Outdoor","4511",null,"Melbourne (CBD)","Chocolate Buddha","144.9699175",null,null,null,"180",341,"Cafes and Restaurants","-37.81784465","2010","2 Swanston Street","573333","6"
"105484","Seats - Outdoor","4511",null,"Melbourne (CBD)","Klik Cafe ","144.9604349",null,null,null,"15",342,"Cafes and Restaurants","-37.81010387","2010","296-310 La Trobe Street","105484","94"
"109415","Seats - Outdoor","4511",null,"Melbourne (CBD)","L'Incontro","144.9662921",null,null,null,"100",354,"Cafes and Restaurants","-37.81430553","2010","134-142 Swanston Street","109415","46"
"105827","Seats - Indoor","4511",null,"Melbourne (CBD)","Oyster Little Bourke","144.97183",null,null,null,"93",358,"Cafes and Restaurants","-37.8109435","2010","27-35 Little Bourke Street","105827","58"
"102169","Seats - Outdoor","4512",null,"Melbourne (CBD)","Engel's Sandwich Bar & Delicatessen","144.9728919",null,null,null,"10",378,"Takeaway Food Services","-37.81330535","2010","18-22 Collins Street","102169","38"
"599505","Seats - Outdoor","4511",null,"Docklands","Urban Burger","144.947217",null,null,null,"20",398,"Cafes and Restaurants","-37.81817241","2010","744-770 Bourke Street","573403","1103"
"106621","Seats - Indoor","4400",null,"South Yarra","The Albany South Yarra","144.9797639",null,null,null,"40",401,"Accommodation","-37.83699215","2010","1-23 Millswyn Street","106621","862"
"103303","Seats - Indoor","4511",null,"Melbourne (CBD)","Hudson's Coffee","144.9611573",null,null,null,"30",407,"Cafes and Restaurants","-37.80894909","2010","410-420 Elizabeth Street","103303","105"
"102063","Seats - Indoor","4512",null,"Melbourne (CBD)","Think Asia","144.9726281",null,null,null,"15",422,"Takeaway Food Services","-37.81430616","2010","45 Collins Street","102060","28"
"575820","Seats - Indoor","4511",null,"Southbank","McDonald's","144.962154",null,null,null,"54",434,"Cafes and Restaurants","-37.82167834","2010","1-9 Freshwater Place","575820","802"
"102143","Seats - Indoor","4512",null,"Melbourne (CBD)","Yori Yori ","144.9648999",null,null,null,"16",438,"Takeaway Food Services","-37.81536587","2010","258-274 Collins Street","102143","35"
"108646","Seats - Outdoor","4512",null,"Melbourne (Remainder)","Spudbar @ Chevron","144.9798191",null,null,null,"16",450,"Takeaway Food Services","-37.8455379","2010","519-539 St Kilda Road","108646","724"
"101201","Seats - Indoor","5910",null,"Melbourne (CBD)","Easy Cafe","144.9667375",null,null,null,"70",484,"Internet Service Providers and Web Search Portals","-37.81291317","2010","220 Bourke Street","101201","56"
"101789","Seats - Indoor","4520",null,"Melbourne (CBD)","Lustre Lounge","144.9655966",null,null,null,"41",491,"Pubs, Taverns and Bars","-37.8166033","2010","252-254 Flinders Lane","101789","25"
"106091","Seats - Indoor","4511",null,"Carlton","Universal Pizza","144.9660865",null,null,null,"100",495,"Cafes and Restaurants","-37.80384773","2010","139-141 Lygon Street","106091","254"
"101165","Seats - Indoor","4511",null,"Melbourne (CBD)","Chafs Cafe","144.9541004",null,null,null,"28",523,"Cafes and Restaurants","-37.81721781","2010","669-675 Bourke Street","101165","41"
"104468","Seats - Outdoor","4511",null,"Parkville","Castro's Kiosk","144.9612468",null,null,null,"30",551,"Cafes and Restaurants","-37.79739836","2010","156-292 Grattan Street","104468","270"
"108982","Seats - Outdoor","4511",null,"Melbourne (CBD)","Mamma's Boy","144.9731836",null,null,null,"12",555,"Cafes and Restaurants","-37.81260039","2010","93-101 Spring Street","108982","38"
"108077","Seats - Outdoor","4511",null,"Melbourne (CBD)","Michelangelo","144.9598741",null,null,null,"12",570,"Cafes and Restaurants","-37.81379647","2010","215 Queen Street","108077","63"
"110843","Seats - Outdoor","4511",null,"Docklands","Theobroma Chocolate Lounge ","144.951187",null,null,null,"40",573,"Cafes and Restaurants","-37.81501701","2010","163-261 Spencer Street","110843","1101"
"102149","Seats - Indoor","4511",null,"Melbourne (CBD)","Teppenyaki Inn","144.9674537",null,null,null,"60",580,"Cafes and Restaurants","-37.81479918","2010","182 Collins Street","102149","36"
"105860","Seats - Indoor","4511",null,"Melbourne (CBD)","Melbourne Hwaro Korean BBQ Restaurant","144.9556694",null,null,null,"72",584,"Cafes and Restaurants","-37.81501703","2010","562-566 Little Bourke Street","105860","62"
"529297","Seats - Indoor","4511",null,"Melbourne (CBD)","Noodle Kingdom ","144.9675678",null,null,null,"60",626,"Cafes and Restaurants","-37.8123356","2010","175 Russell Street","529297","56"
"105654","Seats - Indoor","4511",null,"Carlton","Bouverie Deli","144.9627288",null,null,null,"8",634,"Cafes and Restaurants","-37.8013409","2010","22-40 Lincoln Square North","105654","243"
"101061","Seats - Indoor","4511",null,"Carlton","Seven Seeds Specialty coffee","144.9591271",null,null,null,"90",680,"Cafes and Restaurants","-37.8028778","2010","106-114 Berkeley Street","101061","259"
"104461","Seats - Indoor","4520",null,"Carlton","Prince Alfred Hotel","144.962209",null,null,null,"40",689,"Pubs, Taverns and Bars","-37.80045792","2010","191-197 Grattan Street","104461","242"
"105917","Seats - Indoor","4400",null,"Melbourne (CBD)","The Victoria Hotel","144.9670943",null,null,null,"120",694,"Accommodation","-37.81447237","2010","209-221 Little Collins Street","105917","36"
"102117","Seats - Indoor","4511",null,"Melbourne (CBD)","Kartina Kartel","144.9574732",null,null,null,"100",696,"Cafes and Restaurants","-37.81753383","2010","500-514 Collins Street","102117","32"
"110091","Seats - Outdoor","4511",null,"Melbourne (CBD)","Hudson's Coffee","144.9591876",null,null,null,"10",700,"Cafes and Restaurants","-37.8192157","2010","15-33 William Street","110091","12"
"108638","Seats - Outdoor","4511",null,"Melbourne (Remainder)","The Deck Cafe On St Kilda Road","144.978556",null,null,null,"60",711,"Cafes and Restaurants","-37.8418809","2010","477-479 St Kilda Road","108638","760"
"102109","Seats - Outdoor","4511",null,"Melbourne (CBD)","Gloria Jean's Coffees","144.9543505",null,null,null,"6",721,"Cafes and Restaurants","-37.81867544","2010","612-624 Collins Street","102109","31"
"111282","Seats - Outdoor","4511",null,"Melbourne (CBD)","Slate Restaurant Bar","144.9570682",null,null,null,"60",736,"Cafes and Restaurants","-37.81518319","2010","515-527 Little Bourke Street","111282","52"
"101225","Seats - Outdoor","4511",null,"Melbourne (CBD)","Nudel Bar","144.9709443",null,null,null,"11",737,"Cafes and Restaurants","-37.81170263","2010","76 Bourke Street","101225","58"
"109293","Seats - Indoor","4511",null,"Melbourne (CBD)","Melbourne Vietnam Noodle House","144.9646962",null,null,null,"60",753,"Cafes and Restaurants","-37.81221437","2010","251-253 Swanston Street","109293","65"
"102507","Seats - Indoor","4511",null,"South Yarra","The Golden Triangle Restaurant","144.9822675",null,null,null,"60",789,"Cafes and Restaurants","-37.8343508","2010","185-189 Domain Road","102507","861"
"560001","Seats - Indoor","4511",null,"Docklands","Liquid  Restaurant - Tapas Bar","144.9412614",null,null,null,"70",839,"Cafes and Restaurants","-37.81460533","2010","16-32 Rakaia Way","560001","1109"
"106329","Seats - Indoor","4520",null,"Kensington","Hardimans Cafe Bar Restaurant","144.9283553",null,null,null,"230",844,"Pubs, Taverns and Bars","-37.79442113","2010","521-535 Macaulay Road","106329","525"
"107540","Seats - Outdoor","4511",null,"Carlton","Michelino's Trattoria","144.9671858",null,null,null,"16",852,"Cafes and Restaurants","-37.80324285","2010","53-75 Pelham Street","107540","252"
"102504","Seats - Outdoor","4511",null,"South Yarra","Bacash","144.9819451",null,null,null,"8",909,"Cafes and Restaurants","-37.83430009","2010","175-177 Domain Road","102504","861"
"103610","Seats - Outdoor","4511",null,"Melbourne (CBD)","Sally's Kitchen","144.9688284",null,null,null,"12",912,"Cafes and Restaurants","-37.80893166","2010","295-301 Exhibition Street","103610","87"
"103610","Seats - Indoor","4511",null,"Melbourne (CBD)","The Khan Mongolian Bbq Restaurant","144.9688284",null,null,null,"100",923,"Cafes and Restaurants","-37.80893166","2010","295-301 Exhibition Street","103610","87"
"107987","Seats - Indoor","4511",null,"North Melbourne","The Queen's Bees Cafe","144.9487134",null,null,null,"20",942,"Cafes and Restaurants","-37.80271962","2010","562-564 Queensberry Street","107987","346"
"102962","Seats - Indoor","4520",null,"West Melbourne (Residential)","Witches In Britches","144.952636",null,null,null,"350",956,"Pubs, Taverns and Bars","-37.80890193","2010","78-86 Dudley Street","102962","439"
"105959","Seats - Indoor","4511",null,"Melbourne (CBD)","Gills Diner","144.9626388",null,null,null,"60",960,"Cafes and Restaurants","-37.81528248","2010","358-360 Little Collins Street","105959","44"
"106197","Seats - Indoor","4511",null,"Carlton","Grill'd Healthy Burgers","144.9675264",null,null,null,"56",964,"Cafes and Restaurants","-37.79887015","2010","350 Lygon Street","106197","218"
"104437","Seats - Outdoor","4511",null,"Parkville","Royal Fig Cafe","144.9559628",null,null,null,"52",973,"Cafes and Restaurants","-37.79854141","2010","300-328 Grattan Street","104437","920"
"109694","Seats - Indoor","4511",null,"West Melbourne (Residential)","Don Camillo Cafe Bar Restaurant","144.954241",null,null,null,"45",1001,"Cafes and Restaurants","-37.80592219","2010","215 Victoria Street","109694","434"
"602733","Seats - Indoor","4511",null,"Port Melbourne","Degani Bakery Cafe","144.920988",null,null,null,"30",1004,"Cafes and Restaurants","-37.82600955","2010","1 Phillip Court","110589","786"
"103171","Seats - Indoor","4512",null,"Melbourne (CBD)","Souvlakihut","144.9643684",null,null,null,"20",1013,"Takeaway Food Services","-37.81754524","2010","27-29 Elizabeth Street","103171","14"
"111071","Seats - Indoor","4511",null,"Melbourne (CBD)","The Press Club Restuarant & Bar Pty Ltd","144.9727209",null,null,null,"100",1017,"Cafes and Restaurants","-37.81546181","2010","46-74 Flinders Street","111071","18"
"105870","Seats - Indoor","4511",null,"Melbourne (CBD)","Sette Bello ","144.9613283",null,null,null,"21",1019,"Cafes and Restaurants","-37.81354346","2010","380-384 Little Bourke Street","105870","64"
"101154","Seats - Indoor","4400",null,"Melbourne (CBD)","RACV City Club","144.9595925",null,null,null,"650",1025,"Accommodation","-37.81587957","2010","483-501 Bourke Street","101154","43"
"105741","Seats - Indoor","4511",null,"Melbourne (CBD)","Degani Bakery Cafe","144.9611344",null,null,null,"30",1046,"Cafes and Restaurants","-37.81200936","2010","374-380 Lonsdale Street","105741","74"
"109418","Seats - Outdoor","4511",null,"Melbourne (CBD)","Starbucks Coffee","144.9674304",null,null,null,"33",1072,"Cafes and Restaurants","-37.81584777","2010","199-209 Collins Street","109418","26"
"108591","Seats - Outdoor","4511",null,"Melbourne (CBD)","Postal Hall","144.9689753",null,null,null,"15",1090,"Cafes and Restaurants","-37.81350285","2010","114-120 Russell Street","108591","47"
"101097","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Segovia","144.9643901",null,null,null,"21",1099,"Cafes and Restaurants","-37.81526825","2010","34-36 Block Place","101097","35"
"573414","Seats - Outdoor","4511",null,"Docklands","Essence Cafe & Bar","144.9451224",null,null,null,"100",1123,"Cafes and Restaurants","-37.81888389","2010","788-812 Bourke Street","573414","1108"
"108646","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Beluga At Chevron ","144.9798191",null,null,null,"33",1190,"Cafes and Restaurants","-37.8455379","2010","519-539 St Kilda Road","108646","724"
"103592","Seats - Indoor","4511",null,"Melbourne (CBD)","Eleven Ex Cafe","144.9717262",null,null,null,"80",1215,"Cafes and Restaurants","-37.81546152","2010","11-37 Exhibition Street","103592","17"
"102061","Seats - Indoor","4400",null,"Melbourne (CBD)","Sofitel Hotel","144.9726281",null,null,null,"470",1237,"Accommodation","-37.81430616","2010","25-45 Collins Street","102060","28"
"102117","Seats - Indoor","4129",null,"Melbourne (CBD)","Cacao Fine Chocolates And Patisserie","144.9574732",null,null,null,"11",1238,"Other Specialised Food Retailing","-37.81753383","2010","500-514 Collins Street","102117","32"
"558180","Seats - Indoor","4511",null,"Docklands","Concourse Cafe ","144.9475776",null,null,null,"12",1251,"Cafes and Restaurants","-37.81656591","2010","122-148 Harbour Esplanade","558180","1103"
"608842","Seats - Indoor","4511",null,"West Melbourne (Residential)","Romulus West","144.949832",null,null,null,"30",1254,"Cafes and Restaurants","-37.81042625","2010","437-439 Spencer Street","608842","443"
"108102","Seats - Outdoor","4511",null,"Melbourne (CBD)","Gloria Jeans Coffees","144.9604697",null,null,null,"8",1269,"Cafes and Restaurants","-37.81352285","2010","200-222 Queen Street","108102","64"
"105299","Seats - Indoor","4511",null,"Melbourne (CBD)","Bergerac Restaurant","144.9555039",null,null,null,"90",1281,"Cafes and Restaurants","-37.81708323","2010","131-137 King Street","105299","41"
"110606","Seats - Outdoor","4511",null,"Southbank","Scusami /L'osteria","144.9662623",null,null,null,"30",1282,"Cafes and Restaurants","-37.82066923","2010","3 Southgate Avenue","110380","753"
"102117","Seats - Outdoor","4512",null,"Melbourne (CBD)","Express Kartel","144.9574732",null,null,null,"16",1295,"Takeaway Food Services","-37.81753383","2010","500-514 Collins Street","102117","32"
"105656","Seats - Indoor","4511",null,"Melbourne (CBD)","Saigon Inn Vietnamese Restaurant","144.9713242",null,null,null,"65",1323,"Cafes and Restaurants","-37.81131159","2010","11-19 Liverpool Street","105656","58"
"598658","Seats - Indoor","4511",null,"Docklands","Poppy Express","144.9479753",null,null,null,"95",1330,"Cafes and Restaurants","-37.81925128","2010","2-24 Waterview Walk","576023","1104"
"105892","Seats - Outdoor","4511",null,"Melbourne (CBD)","Golden Orchid Restaurant","144.9687601",null,null,null,"4",1338,"Cafes and Restaurants","-37.81131219","2010","124-126 Little Bourke Street","105892","67"
"106436","Seats - Indoor","4511",null,"Melbourne (CBD)","R2 Restaurant & Bar","144.9608283",null,null,null,"120",1353,"Cafes and Restaurants","-37.81778076","2010","54-60 Market Street","106436","23"
"105432","Seats - Outdoor","4511",null,"East Melbourne","Cafe Lansdowne","144.9781229",null,null,null,"33",1357,"Cafes and Restaurants","-37.80904405","2010","23 Lansdowne Street","105432","646"
"103134","Seats - Outdoor","4512",null,"Carlton","Makodo Sushi Bar","144.9681645",null,null,null,"6",1363,"Takeaway Food Services","-37.79698294","2010","192 Elgin Street","103134","214"
"109667","Seats - Indoor","4511",null,"East Melbourne","Zouki Cafe Eye & Ear Hospital","144.9762558",null,null,null,"46",1364,"Cafes and Restaurants","-37.80899054","2010","126-142 Victoria Parade","109667","645"
"110535","Seats - Outdoor","4511",null,"Port Melbourne","Ocean View Cafe & Bar","144.9052161",null,null,null,"16",1387,"Cafes and Restaurants","-37.82483593","2010","263-329 Lorimer Street","110535","785"
"105481","Seats - Outdoor","4511",null,"Melbourne (CBD)","The Basement @ 350 La Trobe","144.9592776",null,null,null,"4",1390,"Cafes and Restaurants","-37.81067976","2010","348-358 La Trobe Street","105481","94"
"561697","Seats - Indoor","4511",null,"Melbourne (CBD)","Angliss Bistro","144.9528962",null,null,null,"60",1404,"Cafes and Restaurants","-37.81327283","2010","555 La Trobe Street","105462","81"
"616049","Seats - Indoor","4511",null,"Kensington","The Corner On Bellair ","144.9299154",null,null,null,"20",1419,"Cafes and Restaurants","-37.79353782","2010","170 Bellair Street","616049","2524"
"603473","Seats - Outdoor","4511",null,"Carlton","QB'S Cafe","144.9599256",null,null,null,"9",1454,"Cafes and Restaurants","-37.80440558","2010","261-263 Queensberry Street","107875","262"
"101116","Seats - Indoor","4511",null,"Melbourne (CBD)","Nando's Bourke Place ","144.9710404",null,null,null,"99",1455,"Cafes and Restaurants","-37.81217956","2010","79-85 Bourke Street","101116","48"
"101141","Seats - Outdoor","4511",null,"Melbourne (CBD)","Sensory Lab","144.9648958",null,null,null,"8",1458,"Cafes and Restaurants","-37.81436987","2010","299-307 Bourke Street","101141","45"
"105741","Seats - Outdoor","4511",null,"Melbourne (CBD)","Degani Bakery Cafe","144.9611344",null,null,null,"6",1486,"Cafes and Restaurants","-37.81200936","2010","374-380 Lonsdale Street","105741","74"
"573414","Seats - Outdoor","4511",null,"Docklands","Harbour Noodles & Sushi","144.9451224",null,null,null,"40",1503,"Cafes and Restaurants","-37.81888389","2010","788-812 Bourke Street","573414","1108"
"102143","Seats - Indoor","4511",null,"Melbourne (CBD)","Nando's","144.9648999",null,null,null,"80",1526,"Cafes and Restaurants","-37.81536587","2010","258-274 Collins Street","102143","35"
"109264","Seats - Indoor","4512",null,"Melbourne (CBD)","Melbourne Halal Kebabs","144.9666228",null,null,null,"4",1530,"Takeaway Food Services","-37.8163275","2010","45-63 Swanston Street","109264","25"
"105911","Seats - Indoor","4520",null,"Melbourne (CBD)","Bar Lourinha","144.9724927",null,null,null,"40",1532,"Pubs, Taverns and Bars","-37.81278444","2010","37 Little Collins Street","105911","38"
"105964","Seats - Indoor","4511",null,"Melbourne (CBD)","Sarti Restaurant & Bar","144.9675807",null,null,null,"50",1576,"Cafes and Restaurants","-37.81390779","2010","188-194 Little Collins Street","105964","46"
"104781","Seats - Indoor","4511",null,"Melbourne (CBD)","Kum Den Bar & Restaurant","144.9665431",null,null,null,"80",1578,"Cafes and Restaurants","-37.81169959","2010","15-21 Heffernan Lane","104781","66"
"103526","Seats - Indoor","4511",null,"North Melbourne","Appetite On Errol ","144.949581",null,null,null,"18",1588,"Cafes and Restaurants","-37.80489366","2010","8 Errol Street","103526","354"
"101172","Seats - Indoor","4511",null,"Melbourne (CBD)","Nando's - Bourke Place","144.9561073",null,null,null,"46",1640,"Cafes and Restaurants","-37.81571393","2010","578-606 Bourke Street","101172","52"
"101789","Seats - Indoor","4511",null,"Melbourne (CBD)","Issus Cafe Bar","144.9655966",null,null,null,"40",1654,"Cafes and Restaurants","-37.8166033","2010","252-254 Flinders Lane","101789","25"
"105851","Seats - Outdoor","4511",null,"Melbourne (CBD)","Triim","144.9612043",null,null,null,"24",1675,"Cafes and Restaurants","-37.8138513","2010","393-397 Little Bourke Street","105851","54"
"102063","Seats - Indoor","4520",null,"Melbourne (CBD)","Fedoullas Cuccina","144.9726281",null,null,null,"70",1679,"Pubs, Taverns and Bars","-37.81430616","2010","45 Collins Street","102060","28"
"559301","Seats - Indoor","4511",null,"Melbourne (CBD)","Martini's on Lonsdale","144.9583529",null,null,null,"70",1694,"Cafes and Restaurants","-37.8130525","2010","458-468 Lonsdale Street","559301","73"
"103187","Seats - Indoor","4512",null,"Melbourne (CBD)","Shuji Sushi","144.9622831",null,null,null,"14",1719,"Takeaway Food Services","-37.81321386","2010","219-233 Elizabeth Street","103187","64"
"109279","Seats - Outdoor","4511",null,"Melbourne (CBD)","Swanston Walk Cafe Bar","144.9655828",null,null,null,"48",1720,"Cafes and Restaurants","-37.81407743","2010","157-159 Swanston Street","109279","45"
"108108","Seats - Indoor","4511",null,"Melbourne (CBD)","NY Deli","144.9610146",null,null,null,"65",1792,"Cafes and Restaurants","-37.81453148","2010","158-164 Queen Street","108108","54"
"109835","Seats - Indoor","4511",null,"North Melbourne","Lang Viet","144.9568968",null,null,null,"50",1795,"Cafes and Restaurants","-37.80575442","2010","284 Victoria Street","109835","360"
"110011","Seats - Outdoor","4511",null,"East Melbourne","The V Lounge Cafe","144.98763",null,null,null,"10",1815,"Cafes and Restaurants","-37.81638646","2010","74 Wellington Parade","110011","607"
"102151","Seats - Indoor","4512",null,"Melbourne (CBD)","Verandah Cafe","144.9677144",null,null,null,"12",1835,"Takeaway Food Services","-37.81474661","2010","170-174 Collins Street","102151","36"
"101219","Seats - Indoor","4251",null,"Melbourne (CBD)","Seven Shop ","144.9697778",null,null,null,"20",1870,"Clothing Retailing","-37.81170307","2010","100-116 Bourke Street","101219","57"
"105456","Seats - Indoor","4511",null,"Melbourne (CBD)","Quanjude Restaurant ","144.9586601",null,null,null,"130",1872,"Cafes and Restaurants","-37.81145082","2010","299-319 Queen Street","105456","83"
"103943","Seats - Outdoor","4512",null,"Melbourne (CBD)","Rice n' Rolls","144.9654844",null,null,null,"8",1873,"Takeaway Food Services","-37.81710105","2010","267-275 Flinders Lane","103943","15"
"589841","Seats - Indoor","4511",null,"Melbourne (CBD)","Old Town Kopitaim Mamak","144.9657034",null,null,null,"80",1874,"Cafes and Restaurants","-37.810658","2010","221 Little Lonsdale Street","105749","76"
"111175","Seats - Indoor","4511",null,"Southbank","Steak Out","144.9586604",null,null,null,"200",1888,"Cafes and Restaurants","-37.82312164","2010","8 Whiteman Street","110477","803"
"103598","Seats - Indoor","4511",null,"Melbourne (CBD)","Japanese Cafe Restaurant","144.9700956",null,null,null,"33",1894,"Cafes and Restaurants","-37.81170899","2010","165-167 Exhibition Street","103598","57"
"109299","Seats - Indoor","4511",null,"Melbourne (CBD)","Wonton House","144.964551",null,null,null,"65",1944,"Cafes and Restaurants","-37.81190136","2010","271 Swanston Street","109299","65"
"573289","Seats - Indoor","4511",null,"Carlton","Toothpicks Cafe","144.9648536",null,null,null,"60",1953,"Cafes and Restaurants","-37.79944075","2010","714-736 Swanston Street","573289","205"
"110107","Seats - Indoor","4511",null,"Melbourne (CBD)","Kaefei","144.9564474",null,null,null,"90",1973,"Cafes and Restaurants","-37.81270785","2010","269-275 William Street","110107","82"
"110606","Seats - Outdoor","4511",null,"Southbank","Mocha Expresso","144.9662623",null,null,null,"9",1978,"Cafes and Restaurants","-37.82066923","2010","3 Southgate Avenue","110380","753"
"616034","Seats - Outdoor","4511",null,"Kensington","Fruits of Passion","144.9299933",null,null,null,"20",2003,"Cafes and Restaurants","-37.79392952","2010","188 Bellair Street","616034","2524"
"105681","Seats - Indoor","4511",null,"Melbourne (CBD)","Dhaka Restaurant & Supplies","144.9681529",null,null,null,"14",2021,"Cafes and Restaurants","-37.81081665","2010","145-147 Lonsdale Street","110701","67"
"104102","Seats - Indoor","4512",null,"Melbourne (CBD)","Taste Buds Sandwich Bar","144.9612242",null,null,null,"8",2034,"Takeaway Food Services","-37.80752137","2010","42-56 Franklin Street","104102","115"
"558316","Seats - Outdoor","4511",null,"Melbourne (CBD)","Langleys","144.9540371",null,null,null,"6",2045,"Cafes and Restaurants","-37.81626998","2010","654-670 Bourke Street","558316","51"
"111067","Seats - Indoor","4511",null,"Carlton","Carlton Curry House","144.9666993",null,null,null,"28",2059,"Cafes and Restaurants","-37.80443778","2010","108 Lygon Street","106250","252"
"615952","Seats - Indoor","1174",null,"Kensington","Bakehouse","144.9293153",null,null,null,"22",2085,"Bakery Product Manufacturing (Non-factory based)","-37.79409415","2010","506 Macaulay Road","615952","2524"
"578323","Seats - Indoor","4511",null,"Melbourne (CBD)","Time Out Cafe","144.9699175",null,null,null,"60",2098,"Cafes and Restaurants","-37.81784465","2010","2 Swanston Street","573333","6"
"110688","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Verona","144.9572395",null,null,null,"18",2101,"Cafes and Restaurants","-37.80745984","2010","65-81 Victoria Street","108118","113"
"106017","Seats - Outdoor","4511",null,"Melbourne (CBD)","From Italy with Love","144.9603411",null,null,null,"16",2104,"Cafes and Restaurants","-37.81187439","2010","391-393 Little Lonsdale Street","106017","74"
"101171","Seats - Indoor","4511",null,"Melbourne (CBD)","Hudson's Coffee","144.9553253",null,null,null,"38",2124,"Cafes and Restaurants","-37.81622847","2010","612-620 Bourke Street","101171","51"
"106246","Seats - Outdoor","4511",null,"Carlton","Pasta Rustica Ristorante","144.966737",null,null,null,"38",2130,"Cafes and Restaurants","-37.80366897","2010","148-150 Lygon Street","106246","252"
"574430","Seats - Indoor","4511",null,"Carlton","Il Dolce Freddo","144.9666993",null,null,null,"22",2132,"Cafes and Restaurants","-37.80443778","2010","116 Lygon Street","106250","252"
"103307","Seats - Indoor","4511",null,"Melbourne (CBD)","Bismi Gold An Fork","144.9614913",null,null,null,"58",4136,"Cafes and Restaurants","-37.80985709","2010","380 Elizabeth Street","103307","95"
"104008","Seats - Indoor","4512",null,"Melbourne (CBD)","Vita Juice Energy For Life","144.9643537",null,null,null,"11",2153,"Takeaway Food Services","-37.81807489","2010","292-298 Flinders Street","104008","14"
"620314","Seats - Indoor","4511",null,"Docklands","The Coffee Club Waterfront City","144.9378299",null,null,null,"44",2154,"Cafes and Restaurants","-37.81315031","2010","3-5 Star Circus","593737","1110"
"105384","Seats - Outdoor","4520",null,"Melbourne (CBD)","Great Western Hotel","144.9554836",null,null,null,"30",2174,"Pubs, Taverns and Bars","-37.81521196","2010","204-208 King Street","105384","62"
