property_id, seating_type, industry_anzsic4_code, location_zip, clue_small_area, trading_name, x_coordinate, location_address, location_city, location_state, number_of_seats, ogc_fid, industry_anzsic4_description, y_coordinate, census_year, street_address, base_property_id, block_id
"102268","Seats - Indoor","4511",null,"Melbourne (CBD)","Becco","144.9710142",null,null,null,"100",7005,"Cafes and Restaurants","-37.81143018","2010","11-25 Crossley Street","102268","58"
"101788","Seats - Outdoor","4512",null,"Melbourne (CBD)","Cafe No 5","144.9654744",null,null,null,"12",7038,"Takeaway Food Services","-37.81664468","2010","258-260 Flinders Lane","101788","25"
"102103","Seats - Indoor","4400",null,"Melbourne (CBD)","InterContinental Melbourne - The Rialto","144.9581185",null,null,null,"180",7045,"Accommodation","-37.81853877","2010","487-503 Collins Street","102103","22"
"105726","Seats - Outdoor","4511",null,"Melbourne (CBD)","Latte Love ","144.9560169",null,null,null,"20",7107,"Cafes and Restaurants","-37.8134766","2010","550 Lonsdale Street","110707","72"
"109273","Seats - Indoor","4511",null,"Melbourne (CBD)","Gopal's Vegetarian Restaurant","144.9657351",null,null,null,"80",7110,"Cafes and Restaurants","-37.8144111","2010","139-141 Swanston Street","109273","45"
"105762","Seats - Indoor","4400",null,"Melbourne (CBD)","Melbourne Marriott Hotel","144.9691658",null,null,null,"90",7118,"Accommodation","-37.80987617","2010","92-106 Lonsdale Street","105762","77"
"105937","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Intimo","144.9600859",null,null,null,"28",7129,"Cafes and Restaurants","-37.81638558","2010","435-443 Little Collins Street","105937","33"
"105956","Seats - Outdoor","4512",null,"Melbourne (CBD)","Social Roasting Company","144.9617411",null,null,null,"9",7139,"Takeaway Food Services","-37.81560573","2010","384-390 Little Collins Street","105956","44"
"573327","Seats - Indoor","4511",null,"Docklands","Vic Harbour Kitchen & Bar","144.9406594",null,null,null,"180",7149,"Cafes and Restaurants","-37.8149263","2010","37-43 Caravel Lane","573327","1109"
"560266","Seats - Indoor","4511",null,"Docklands","Kinya Japanese Restaurant ","144.946356",null,null,null,"100",7161,"Cafes and Restaurants","-37.82488026","2010","58-70 Lorimer Street","560266","773"
"106195","Seats - Outdoor","4512",null,"Carlton","Seasalt Fish & Sushi Bar","144.9676437",null,null,null,"30",7165,"Takeaway Food Services","-37.79828024","2010","364 Lygon Street","106195","217"
"106252","Seats - Indoor","4511",null,"Carlton","Cafe Six Two","144.9664413",null,null,null,"42",7172,"Cafes and Restaurants","-37.80566982","2010","56-62 Lygon Street","106252","267"
"620314","Seats - Indoor","4511",null,"Docklands","Healthy Habits","144.9378299",null,null,null,"12",7181,"Cafes and Restaurants","-37.81315031","2010","3-5 Star Circus","593737","1110"
"108973","Seats - Indoor","4512",null,"Docklands","Nando's Southern Cross Station","144.9523393",null,null,null,"28",7189,"Takeaway Food Services","-37.81815358","2010","85-161 Spencer Street","108973","1101"
"616033","Seats - Outdoor","4511",null,"Kensington","Couple Cinos","144.9300805",null,null,null,"22",7215,"Cafes and Restaurants","-37.79395787","2010","190 Bellair Street","616033","2524"
"105679","Seats - Indoor","4511",null,"Melbourne (CBD)","Encore Cafe & Bar","144.96853",null,null,null,"35",7224,"Cafes and Restaurants","-37.81098009","2010","131-137 Lonsdale Street","105679","67"
"105928","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe Segovia","144.9642254",null,null,null,"16",7267,"Cafes and Restaurants","-37.81528948","2010","317-321 Little Collins Street","105928","35"
"103618","Seats - Indoor","4511",null,"Melbourne (CBD)","Barista  coffee Cafe","144.9699756",null,null,null,"52",7310,"Cafes and Restaurants","-37.80941489","2010","242-284 Exhibition Street","103618","78"
"103592","Seats - Indoor","4511",null,"Melbourne (CBD)","The Italian Restaurant And Bar","144.9717262",null,null,null,"80",7373,"Cafes and Restaurants","-37.81546152","2010","11-37 Exhibition Street","103592","17"
"103426","Seats - Outdoor","4511",null,"North Melbourne","Auction Rooms","144.9494609",null,null,null,"12",7442,"Cafes and Restaurants","-37.8024571","2010","103-107 Errol Street","103426","346"
"593697","Seats - Outdoor","4511",null,"East Melbourne","Grocery Bar East Melbourne","144.9856254",null,null,null,"34",7459,"Cafes and Restaurants","-37.81004657","2010","162 Albert Street","109643","613"
"573925","Seats - Outdoor","4511",null,"Docklands","Mecca Bah","144.9414051",null,null,null,"30",7470,"Cafes and Restaurants","-37.8153411","2010","55 Newquay Promenade","573925","1109"
"108629","Seats - Outdoor","4511",null,"Melbourne (Remainder)","Toasted","144.9771931",null,null,null,"20",7497,"Cafes and Restaurants","-37.83854242","2010","427-431 St Kilda Road","108629","720"
"101126","Seats - Indoor","4511",null,"Melbourne (CBD)","Taco Bill Mexican Restaurant","144.9684168",null,null,null,"64",7500,"Cafes and Restaurants","-37.81298798","2010","173-175 Bourke Street","101126","47"
"108070","Seats - Outdoor","4511",null,"Melbourne (CBD)","Hudsons Coffee ","144.9605077",null,null,null,"6",7503,"Cafes and Restaurants","-37.81527162","2010","449-455 Bourke Street","108070","43"
"104007","Seats - Indoor","4511",null,"Melbourne (CBD)","Buffet Brasserie","144.964041",null,null,null,"80",7508,"Cafes and Restaurants","-37.81805379","2010","300-316 Flinders Street","104007","14"
"105945","Seats - Indoor","4512",null,"Melbourne (CBD)","Brim CC","144.9549054",null,null,null,"18",7509,"Takeaway Food Services","-37.81802782","2010","601-611 Little Collins Street","105945","31"
"106197","Seats - Outdoor","4511",null,"Carlton","Grill'd Healthy Burgers","144.9675264",null,null,null,"32",7515,"Cafes and Restaurants","-37.79887015","2010","350 Lygon Street","106197","218"
"108973","Seats - Indoor","4511",null,"Docklands","Fresh Connections Cafe","144.9523393",null,null,null,"68",7525,"Cafes and Restaurants","-37.81815358","2010","85-161 Spencer Street","108973","1101"
"109366","Seats - Indoor","4511",null,"Carlton","Chai","144.9639453",null,null,null,"30",7532,"Cafes and Restaurants","-37.80276989","2010","127-135 Pelham Street","109366","255"
"103101","Seats - Indoor","4511",null,"Carlton","Cafe Itch","144.969295",null,null,null,"12",7540,"Cafes and Restaurants","-37.79757961","2010","161-169 Elgin Street","103101","216"
"504544","Seats - Outdoor","4512",null,"Melbourne (CBD)","Jaipur Curry Bar","144.972413",null,null,null,"8",7543,"Takeaway Food Services","-37.81127672","2010","16 Bourke Street","504544","58"
"105672","Seats - Indoor","4511",null,"Melbourne (CBD)","Why Not Cafe & Bar","144.9707149",null,null,null,"40",7569,"Cafes and Restaurants","-37.81005686","2010","53-57 Lonsdale Street","105672","68"
"578324","Seats - Indoor","4520",null,"Melbourne (CBD)","Transit Cocktail Lounge","144.9699175",null,null,null,"40",7577,"Pubs, Taverns and Bars","-37.81784465","2010","2 Swanston Street","573333","6"
"106251","Seats - Indoor","4520",null,"Carlton","Lagers On Lygon","144.9665747",null,null,null,"30",7615,"Pubs, Taverns and Bars","-37.80530329","2010","66-88 Lygon Street","106251","267"
"104450","Seats - Outdoor","4511",null,"Carlton","Rakuzen Simple Japanese ","144.9651037",null,null,null,"12",7628,"Cafes and Restaurants","-37.80077102","2010","251-257 Cardigan Street","104450","245"
"108274","Seats - Indoor","4530",null,"Melbourne (CBD)","The Lyceum Club","144.9725952",null,null,null,"85",7668,"Clubs (Hospitality)","-37.81314963","2010","2-18 Ridgway Place","108274","38"
"106100","Seats - Outdoor","4511",null,"Carlton","Kokoblack","144.966446",null,null,null,"30",7681,"Cafes and Restaurants","-37.80178513","2010","167 Lygon Street","106100","246"
"102098","Seats - Indoor","4520",null,"Melbourne (CBD)","The Sherlock Holmes Inn","144.9608681",null,null,null,"60",7742,"Pubs, Taverns and Bars","-37.81746814","2010","415-417 Collins Street","102098","23"
"107430","Seats - Outdoor","4511",null,"East Melbourne","The Commune ","144.9757456",null,null,null,"47",7760,"Cafes and Restaurants","-37.81162322","2010","2-12 Parliament Place","107430","651"
"609488","Seats - Indoor","4511",null,"Docklands","Degani Bakery Cafe","144.9498213",null,null,null,"70",7784,"Cafes and Restaurants","-37.81921015","2010","731-735 Bourke Street","609488","1105"
"597186","Seats - Indoor","4511",null,"Melbourne (CBD)","Basso","144.9629442",null,null,null,"90",7792,"Cafes and Restaurants","-37.81491502","2010","385 Bourke Street","101146","44"
"108086","Seats - Indoor","4511",null,"Melbourne (CBD)","Empress of India Tavern / Rajah -On Queen","144.9579611",null,null,null,"100",7819,"Cafes and Restaurants","-37.8096856","2010","375 Queen Street","108086","103"
"105311","Seats - Outdoor","4512",null,"Melbourne (CBD)","Kings Takeaway","144.9548584",null,null,null,"5",7834,"Takeaway Food Services","-37.81514931","2010","217-219 King Street","105311","61"
"103304","Seats - Indoor","4511",null,"Melbourne (CBD)","Ume Hana","144.9613339",null,null,null,"38",7845,"Cafes and Restaurants","-37.8093373","2010","398-406 Elizabeth Street","103304","95"
"108624","Seats - Outdoor","4511",null,"Melbourne (Remainder)","McDonald's","144.976192",null,null,null,"9",7847,"Cafes and Restaurants","-37.83615254","2010","407A St Kilda Road","108624","710"
"105828","Seats - Indoor","4520",null,"Melbourne (CBD)","Mrs Parma's ","144.9719903",null,null,null,"60",7857,"Pubs, Taverns and Bars","-37.81074304","2010","19-25 Little Bourke Street","105828","58"
"102111","Seats - Indoor","4511",null,"Melbourne (CBD)","J T's Fine Catering","144.9545688",null,null,null,"30",7872,"Cafes and Restaurants","-37.81861166","2010","608-610 Collins Street","102111","31"
"106621","Seats - Outdoor","4400",null,"South Yarra","The Albany South Yarra","144.9797639",null,null,null,"20",7874,"Accommodation","-37.83699215","2010","1-23 Millswyn Street","106621","862"
"106772","Seats - Indoor","4110",null,"Parkville","Kalogirou's Store","144.9556719",null,null,null,"18",7877,"Supermarket and Grocery Stores","-37.79525038","2010","52 Morrah Street","106772","913"
"109315","Seats - Indoor","4511",null,"Melbourne (CBD)","Druids Cafe","144.9631797",null,null,null,"75",7885,"Cafes and Restaurants","-37.80895593","2010","407-409 Swanston Street","109315","95"
"104008","Seats - Indoor","4511",null,"Melbourne (CBD)","Kimchi Tray","144.9643537",null,null,null,"36",7889,"Cafes and Restaurants","-37.81807489","2010","292-298 Flinders Street","104008","14"
"109668","Seats - Indoor","4511",null,"East Melbourne","Jelly Bean ","144.9748871",null,null,null,"58",7917,"Cafes and Restaurants","-37.80862592","2010","90-106 Victoria Parade","109668","644"
"108001","Seats - Indoor","4511",null,"North Melbourne","Mr Price's Food Store","144.9506624",null,null,null,"30",7935,"Cafes and Restaurants","-37.8028658","2010","502 Queensberry Street","108001","369"
"101177","Seats - Indoor","4511",null,"Melbourne (CBD)","Cafe Euro Food & Wine Bar","144.9591969",null,null,null,"119",7940,"Cafes and Restaurants","-37.81499761","2010","486-492 Bourke Street","101177","53"
"103691","Seats - Outdoor","4511",null,"Carlton","Thresherman's Bakehouse","144.9667269",null,null,null,"40",7941,"Cafes and Restaurants","-37.79886072","2010","221-229 Faraday Street","103691","206"
"108844","Seats - Indoor","4511",null,"Docklands","Dragon Boat Restaurant","144.9549939",null,null,null,"290",7967,"Cafes and Restaurants","-37.8226581","2010","1-5 Spencer Street","108844","131"
"108067","Seats - Indoor","4520",null,"Melbourne (CBD)","Chaise Lounge","144.9608476",null,null,null,"80",7981,"Pubs, Taverns and Bars","-37.81614776","2010","103-105 Queen Street","108067","33"
"108542","Seats - Indoor","4511",null,"Melbourne (CBD)","Wonton House","144.967512",null,null,null,"80",7988,"Cafes and Restaurants","-37.81222178","2010","181-183 Russell Street","108542","56"
"109825","Seats - Indoor","4512",null,"North Melbourne","Melbourne Thai Cafe","144.9547634",null,null,null,"7",8009,"Takeaway Food Services","-37.80542551","2010","328-350 Victoria Street","109825","357"
"103102","Seats - Indoor","4520",null,"Carlton","Pugg Mahones","144.9687079",null,null,null,"180",8011,"Pubs, Taverns and Bars","-37.79750574","2010","171-175 Elgin Street","103102","217"
"105679","Seats - Indoor","4511",null,"Melbourne (CBD)","Footlights Restaurant","144.96853",null,null,null,"80",8044,"Cafes and Restaurants","-37.81098009","2010","131-137 Lonsdale Street","105679","67"
"107486","Seats - Indoor","4511",null,"West Melbourne (Residential)","Market Star Cafe ","144.9555843",null,null,null,"14",8049,"Cafes and Restaurants","-37.80619737","2010","85-87 Peel Street","107486","435"
"104014","Seats - Outdoor","4511",null,"Melbourne (CBD)","Jolly J's","144.9665517",null,null,null,"34",8074,"Cafes and Restaurants","-37.81724878","2010","228-236 Flinders Street","104014","15"
"612820","Seats - Indoor","4511",null,"Melbourne (CBD)","Laurent Boulangerie Patisserie","144.9576127",null,null,null,"50",8099,"Cafes and Restaurants","-37.81525398","2010","147-185 William Street","612820","52"
"102714","Seats - Outdoor","4511",null,"Carlton","Markov Place","144.9692712",null,null,null,"20",8123,"Cafes and Restaurants","-37.79771074","2010","350-352 Drummond Street","102714","216"
"109268","Seats - Indoor","4512",null,"Melbourne (CBD)","Thai Viet","144.9657774",null,null,null,"5",8130,"Takeaway Food Services","-37.81507697","2010","109-117 Swanston Street","109268","35"
"106227","Seats - Indoor","4511",null,"Carlton","Il Gusto","144.9671605",null,null,null,"75",8140,"Cafes and Restaurants","-37.80118693","2010","256 Lygon Street","106227","247"
"105654","Seats - Outdoor","4511",null,"Carlton","Bouverie Deli","144.9627288",null,null,null,"36",8144,"Cafes and Restaurants","-37.8013409","2010","22-40 Lincoln Square North","105654","243"
"105844","Seats - Indoor","4511",null,"Melbourne (CBD)","Bushwa & Hooey","144.9619926",null,null,null,"40",8163,"Cafes and Restaurants","-37.81358648","2010","361-363 Little Bourke Street","105844","54"
"101176","Seats - Outdoor","4511",null,"Melbourne (CBD)","Movida Terraza","144.9587607",null,null,null,"80",8164,"Cafes and Restaurants","-37.81494883","2010","494-512 Bourke Street","101176","53"
"106112","Seats - Outdoor","4512",null,"Carlton","Lesley's Cafe","144.9666591",null,null,null,"18",8186,"Takeaway Food Services","-37.80096704","2010","199 Lygon Street","106112","246"
"108845","Seats - Indoor","4511",null,"Docklands","RAB","144.9541587",null,null,null,"40",8187,"Cafes and Restaurants","-37.82020559","2010","33-71C Spencer Street","108845","1101"
"104034","Seats - Outdoor","4511",null,"Melbourne (CBD)","La Stazione","144.9654659",null,null,null,"8",8191,"Cafes and Restaurants","-37.81866105","2010","207-361 Flinders Street","104034","4"
"110747","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe 501","144.9618657",null,null,null,"38",8199,"Cafes and Restaurants","-37.80689662","2010","499-511 Swanston Street","110747","115"
"105892","Seats - Indoor","4511",null,"Melbourne (CBD)","Golden Orchid Restaurant","144.9687601",null,null,null,"80",8231,"Cafes and Restaurants","-37.81131219","2010","124-126 Little Bourke Street","105892","67"
"611364","Seats - Outdoor","4511",null,"Docklands","Embankment Cafe","144.9456209",null,null,null,"4",8267,"Cafes and Restaurants","-37.81974585","2010","791-803 Bourke Street","611364","1108"
"101117","Seats - Indoor","4512",null,"Melbourne (CBD)","Panini Bar","144.9709029",null,null,null,"12",8286,"Takeaway Food Services","-37.812234","2010","87-91 Bourke Street","101117","48"
"109996","Seats - Outdoor","4512",null,"East Melbourne","Coffee Etc On Wellington","144.9848341",null,null,null,"6",8299,"Takeaway Food Services","-37.81608793","2010","1-9 Powlett Street","109996","618"
"560001","Seats - Indoor","4511",null,"Docklands","Rejuice Bar & Cafe","144.9412614",null,null,null,"15",8304,"Cafes and Restaurants","-37.81460533","2010","16-32 Rakaia Way","560001","1109"
"103615","Seats - Indoor","4400",null,"Melbourne (CBD)","Mantra On The Park (Restaurant)","144.9680267",null,null,null,"165",8333,"Accommodation","-37.8078604","2010","333-351 Exhibition Street","103615","97"
"101172","Seats - Outdoor","4511",null,"Melbourne (CBD)","Espresso Nova","144.9561073",null,null,null,"70",8336,"Cafes and Restaurants","-37.81571393","2010","578-606 Bourke Street","101172","52"
"100167","Seats - Outdoor","4511",null,"Melbourne (CBD)","Cafe 108","144.9599969",null,null,null,"16",8338,"Cafes and Restaurants","-37.80914342","2010","106-116 A'Beckett Street","100167","104"
"102078","Seats - Outdoor","4511",null,"Melbourne (CBD)","Box On Collins Restaurant","144.9677066",null,null,null,"20",8353,"Cafes and Restaurants","-37.81546677","2010","189 Collins Street","102078","26"
"104468","Seats - Outdoor","4512",null,"Parkville","Saigon Noodle Bar","144.9612468",null,null,null,"8",8362,"Takeaway Food Services","-37.79739836","2010","156-292 Grattan Street","104468","270"
"593731","Seats - Indoor","4511",null,"Docklands","Butchers Grill, Meat & Wine Room","144.9393643",null,null,null,"50",8382,"Cafes and Restaurants","-37.81579456","2010","31 Doepel Way","593731","1109"
"103592","Seats - Indoor","4511",null,"Melbourne (CBD)","Sempre Cafe","144.9717262",null,null,null,"40",8393,"Cafes and Restaurants","-37.81546152","2010","11-37 Exhibition Street","103592","17"
"103239","Seats - Indoor","4520",null,"North Melbourne","Musicbox  - Karaoke Bar","144.9584784",null,null,null,"60",8395,"Pubs, Taverns and Bars","-37.80538132","2010","547-549 Elizabeth Street","103239","362"
"585863","Seats - Indoor","4520",null,"North Melbourne","The Oasis Oz Hotel ","144.9433563",null,null,null,"190",8408,"Pubs, Taverns and Bars","-37.80205261","2010","175-191 Dryburgh Street","585863","336"
"105901","Seats - Indoor","4511",null,"Melbourne (CBD)","1884 Wine & Steak Bar ","144.9714138",null,null,null,"70",8429,"Cafes and Restaurants","-37.81033978","2010","24-38 Little Bourke Street","105901","68"
"106029","Seats - Indoor","4511",null,"Melbourne (CBD)","Modo Mio@536","144.9532342",null,null,null,"40",8434,"Cafes and Restaurants","-37.81359291","2010","536-548 Little Lonsdale Street","106029","81"
"101237","Seats - Indoor","4511",null,"Melbourne (CBD)","Sushi Masa","144.9725554",null,null,null,"45",8447,"Cafes and Restaurants","-37.8112354","2010","10 Bourke Street","101237","58"
"102059","Seats - Outdoor","4511",null,"Melbourne (CBD)","Hudsons Coffee","144.9733552",null,null,null,"8",8463,"Cafes and Restaurants","-37.81383756","2010","13-15 Collins Street","102059","28"
"106374","Seats - Outdoor","4511",null,"Melbourne (CBD)","Spontini Restaurant","144.9618186",null,null,null,"8",8558,"Cafes and Restaurants","-37.81514598","2010","18-22 McKillop Street","106374","44"
"101248","Seats - Indoor","4511",null,"Carlton","Cafe Tre Sette","144.9616994",null,null,null,"45",8572,"Cafes and Restaurants","-37.80322367","2010","139-143 Bouverie Street","101248","257"
"110606","Seats - Outdoor","4511",null,"Southbank","L'Osteria","144.9662623",null,null,null,"14",8582,"Cafes and Restaurants","-37.82066923","2010","3 Southgate Avenue","110380","753"
"110452","Seats - Outdoor","4511",null,"Southbank","Arkibar Restaurant ","144.9700956",null,null,null,"30",8585,"Cafes and Restaurants","-37.82936085","2010","25-27 Coventry Street","110452","748"
"103246","Seats - Outdoor","4512",null,"North Melbourne","Kay'z","144.9581484",null,null,null,"10",8604,"Takeaway Food Services","-37.80444251","2010","595 Elizabeth Street","103246","362"
"106248","Seats - Indoor","4511",null,"Carlton","La Spaghetteria Ristorante/Arabian Night","144.966693",null,null,null,"180",8614,"Cafes and Restaurants","-37.80395783","2010","132-136 Lygon Street","106248","252"
"108622","Seats - Outdoor","4511",null,"Melbourne (Remainder)","CBD Cafe & Foundary","144.975942",null,null,null,"18",8618,"Cafes and Restaurants","-37.83587066","2010","403 St Kilda Road","108622","710"
"105706","Seats - Outdoor","4520",null,"Melbourne (CBD)","Golden Monkey","144.9610121",null,null,null,"30",8683,"Pubs, Taverns and Bars","-37.81288006","2010","389-395 Lonsdale Street","105706","64"
"101212","Seats - Indoor","9113",null,"Melbourne (CBD)","Charltons Entertainment Complex","144.9685359",null,null,null,"50",8708,"Sports and Physical Recreation Venues, Grounds and Facilities Operation","-37.81206119","2010","152-158 Bourke Street","101212","57"
"562692","Seats - Outdoor","4512",null,"Melbourne (CBD)","Subway","144.9600075",null,null,null,"8",8730,"Takeaway Food Services","-37.80806541","2010","465 Elizabeth Street","562692","114"
"102083","Seats - Indoor","4511",null,"Melbourne (CBD)","La Cucina Cafe","144.9656511",null,null,null,"75",8742,"Cafes and Restaurants","-37.81635062","2010","251-257 Collins Street","102083","25"
"101187","Seats - Indoor","4511",null,"Melbourne (CBD)","McDonald's","144.9617562",null,null,null,"120",8743,"Cafes and Restaurants","-37.81416355","2010","392-406 Bourke Street","101187","54"
"106018","Seats - Indoor","4520",null,"Melbourne (CBD)","Horse Bazaar","144.9602499",null,null,null,"50",8746,"Pubs, Taverns and Bars","-37.81190077","2010","395-397 Little Lonsdale Street","106018","74"
"104654","Seats - Outdoor","4511",null,"Melbourne (CBD)","Affogato","144.9612664",null,null,null,"22",8795,"Cafes and Restaurants","-37.81398752","2010","27-31 Hardware Lane","104654","54"
"106123","Seats - Indoor","4511",null,"Carlton","Enoteca Oggi ","144.96677",null,null,null,"80",8796,"Cafes and Restaurants","-37.79986755","2010","237 Lygon Street","106123","206"
"105738","Seats - Indoor","4511",null,"Melbourne (CBD)","Flying Chicken ","144.9605306",null,null,null,"36",8802,"Cafes and Restaurants","-37.81240787","2010","394-400 Lonsdale Street","105738","74"
"110266","Seats - Outdoor","4511",null,"East Melbourne","Spotless Services","144.9832828",null,null,null,"175",8807,"Cafes and Restaurants","-37.81992883","2010","120 Brunton Avenue","110266","658"
"105937","Seats - Outdoor","4511",null,"Melbourne (CBD)","Ortigia Pizzeria","144.9600859",null,null,null,"8",8841,"Cafes and Restaurants","-37.81638558","2010","435-443 Little Collins Street","105937","33"
"616045","Seats - Outdoor","4511",null,"Kensington","Sori Cafe","144.9299293",null,null,null,"12",8855,"Cafes and Restaurants","-37.79360999","2010","174 Bellair Street","616045","2524"
"106088","Seats - Indoor","4511",null,"Carlton","Tina's Aamantran ","144.9660441",null,null,null,"40",8891,"Cafes and Restaurants","-37.80403007","2010","127-129 Lygon Street","106088","254"
"101217","Seats - Indoor","4511",null,"Melbourne (CBD)","Flower Drum","144.9692645",null,null,null,"140",8898,"Cafes and Restaurants","-37.81207094","2010","124-128 Bourke Street","101217","57"
"614834","Seats - Indoor","4511",null,"Kensington","Sumos Noodle & Sushi Bar ","144.9287638",null,null,null,"24",8947,"Cafes and Restaurants","-37.79405714","2010","520 Macaulay Road","614834","2523"
"104450","Seats - Indoor","4511",null,"Carlton","Rice Bar Not Only Rice","144.9651037",null,null,null,"58",8963,"Cafes and Restaurants","-37.80077102","2010","251-257 Cardigan Street","104450","245"
"108072","Seats - Indoor","4511",null,"Melbourne (CBD)","Subway","144.9602243",null,null,null,"34",8967,"Cafes and Restaurants","-37.81467989","2010","163-173 Queen Street","108072","53"
"105389","Seats - Indoor","4512",null,"Melbourne (CBD)","Burger Edge","144.9557168",null,null,null,"4",8980,"Takeaway Food Services","-37.81571633","2010","184 King Street","105389","52"
"101226","Seats - Indoor","4511",null,"Melbourne (CBD)","Bottega Restaurant","144.9710074",null,null,null,"130",8994,"Cafes and Restaurants","-37.81168307","2010","72-74 Bourke Street","101226","58"
"100112","Seats - Outdoor","4512",null,"North Melbourne","Papa Guiseppe Pizza & Pasta","144.9465069",null,null,null,"4",9025,"Takeaway Food Services","-37.798728","2010","340-348 Abbotsford Street","100112","327"
"110150","Seats - Outdoor","4511",null,"Melbourne (CBD)","Do Kea Bi Korean BBQ Restaurant","144.9592899",null,null,null,"14",9027,"Cafes and Restaurants","-37.81713691","2010","84-88 William Street","110150","33"
"106108","Seats - Outdoor","4511",null,"Carlton","Taste of Asia","144.9664967",null,null,null,"8",9057,"Cafes and Restaurants","-37.80114228","2010","191 Lygon Street","106108","246"
"110679","Seats - Outdoor","4511",null,"Melbourne (CBD)","Sushi Kissaten ","144.9572395",null,null,null,"16",9070,"Cafes and Restaurants","-37.80745984","2010"," Peel Street","108118","113"
"102106","Seats - Outdoor","4511",null,"Melbourne (CBD)","The Commuters Cafe & Bar","144.9552105",null,null,null,"45",9098,"Cafes and Restaurants","-37.81936788","2010","589-605 Collins Street","102106","21"
"102126","Seats - Indoor","4512",null,"Melbourne (CBD)","Subway","144.9603119",null,null,null,"22",9119,"Takeaway Food Services","-37.8169991","2010","416-420 Collins Street","102126","33"
"101144","Seats - Indoor","4512",null,"Melbourne (CBD)","Sue's Cafe","144.964049",null,null,null,"8",9179,"Takeaway Food Services","-37.81458812","2010","331-339 Bourke Street","101144","45"
"102100","Seats - Outdoor","4511",null,"Melbourne (CBD)","The Moat Coffee Shop","144.9598766",null,null,null,"20",9203,"Cafes and Restaurants","-37.81797777","2010","433-455 Collins Street","102100","23"
"109292","Seats - Indoor","4511",null,"Melbourne (CBD)","The Lounge","144.9647365",null,null,null,"118",9238,"Cafes and Restaurants","-37.81230108","2010","243-249 Swanston Street","109292","65"
"105961","Seats - Indoor","4511",null,"Melbourne (CBD)","Laurent-Boulangerie Patisserie","144.9643486",null,null,null,"80",9268,"Cafes and Restaurants","-37.81473293","2010","304-306 Little Collins Street","105961","45"
"110443","Seats - Indoor","4511",null,"Southbank","Hungry Jack's","144.9638608",null,null,null,"30",9280,"Cafes and Restaurants","-37.82864999","2010","151-169 Kings Way","110443","740"
"109311","Seats - Outdoor","4512",null,"Melbourne (CBD)","Subway","144.9637506",null,null,null,"10",9295,"Takeaway Food Services","-37.8103651","2010","335-347 Swanston Street","109311","85"
"108089","Seats - Indoor","4511",null,"Melbourne (CBD)","Stassi ","144.9592377",null,null,null,"52",9411,"Cafes and Restaurants","-37.81024912","2010","346-376 Queen Street","108089","94"
"105672","Seats - Indoor","4511",null,"Melbourne (CBD)","Piadina - Slow Food","144.9707149",null,null,null,"12",9436,"Cafes and Restaurants","-37.81005686","2010","53-57 Lonsdale Street","105672","68"
"102132","Seats - Indoor","4511",null,"Melbourne (CBD)","Bellini","144.9617186",null,null,null,"140",9441,"Cafes and Restaurants","-37.81629382","2010","376-390 Collins Street","102132","34"
"589841","Seats - Indoor","4520",null,"Melbourne (CBD)","Jwow Bar","144.9657034",null,null,null,"70",9443,"Pubs, Taverns and Bars","-37.810658","2010","221 Little Lonsdale Street","105749","76"
"102157","Seats - Indoor","4511",null,"Melbourne (CBD)","Alfred's Place","144.9702813",null,null,null,"80",9448,"Cafes and Restaurants","-37.8139675","2010","90-98 Collins Street","102157","37"
"107430","Seats - Indoor","4511",null,"East Melbourne","The Commune ","144.9757456",null,null,null,"70",9450,"Cafes and Restaurants","-37.81162322","2010","2-12 Parliament Place","107430","651"
"566659","Seats - Indoor","9512",null,"Melbourne (CBD)","Japanese Cafe Hoya","144.9532987",null,null,null,"4",9451,"Diet and Weight Reduction Centre Operation","-37.81625435","2010","182-200 Spencer Street","566659","51"
"101178","Seats - Indoor","4511",null,"Melbourne (CBD)","Original Sushi","144.9593794",null,null,null,"28",9459,"Cafes and Restaurants","-37.8150902","2010","482-484 Bourke Street","101178","53"
"104376","Seats - Indoor","4520",null,"Melbourne (CBD)","Word Events","144.960731",null,null,null,"72",9460,"Pubs, Taverns and Bars","-37.81328585","2010","14-20 Goldie Place","104376","64"
"598612","Seats - Indoor","4511",null,"Docklands","Gate 10","144.947217",null,null,null,"32",9463,"Cafes and Restaurants","-37.81817241","2010","100-108 Harbour Esplanade","573403","1103"
"616966","Seats - Indoor","4511",null,"North Melbourne","Vodka Locka & Red Leaf Restaurant","144.9392333",null,null,null,"40",9468,"Cafes and Restaurants","-37.79531826","2010","2 Boundary Road","616966","2391"
"110010","Seats - Indoor","4512",null,"East Melbourne","Eastbourne Deli","144.987555",null,null,null,"25",9477,"Takeaway Food Services","-37.81637751","2010","76 Wellington Parade","110010","607"
"101127","Seats - Indoor","4512",null,"Melbourne (CBD)","O Sushi","144.9679684",null,null,null,"6",9478,"Takeaway Food Services","-37.81310923","2010","143-153 Russell Street","101127","46"
"597955","Seats - Indoor","4513",null,"Melbourne (Remainder)","Michael O'Brien Catering Pty Ltd ","144.9823854",null,null,null,"70",9482,"Catering Services","-37.82487806","2010","60 Olympic Boulevard","109256","660"
